split,score_name,threshold,dataset,n,em,f1,title_recall,null_rate,delta_f1_vs_daec,delta_em_vs_daec,delta_title_recall_vs_daec,delta_f1_vs_nobind,macro_f1,macro_delta_f1_vs_daec
all,bind_conf_composite_primary,0.49,MuSiQue,1000,0.349,0.4483356,0.76625,0.513,0.012442500000000023,0.011999999999999955,0.005083333333333329,0.002522100000000027,0.6356995666666667,0.004024500000000024
all,bind_conf_composite_primary,0.5,2Wiki,1000,0.641,0.7108634,0.9395,0.313,-0.000964299999999918,-0.0010000000000000009,-0.0014999999999999458,0.09887310000000005,0.6358995666666667,0.004224500000000057
all,bind_conf_composite_primary,0.5,HotpotQA,1000,0.622,0.7480997,0.9635,0.396,0.0007953000000000543,0.0020000000000000018,0.0010000000000000009,0.00936210000000004,0.6358995666666667,0.004224500000000057
all,bind_conf_composite_primary,0.5,MuSiQue,1000,0.349,0.4487356,0.7660833333333333,0.525,0.012842500000000034,0.011999999999999955,0.00491666666666668,0.0029221000000000386,0.6358995666666667,0.004224500000000057
all,bind_conf_composite_primary,0.51,2Wiki,1000,0.639,0.7089301,0.9385,0.323,-0.0028975999999999447,-0.0030000000000000027,-0.0024999999999999467,0.09693980000000002,0.6352662333333333,0.0035911666666667195
all,bind_conf_composite_primary,0.51,HotpotQA,1000,0.623,0.7490997,0.964,0.413,0.0017953000000000552,0.0030000000000000027,0.0014999999999999458,0.01036210000000004,0.6352662333333333,0.0035911666666667195
all,bind_conf_composite_primary,0.51,MuSiQue,1000,0.35,0.4477689,0.7655,0.535,0.011875800000000047,0.012999999999999956,0.0043333333333333,0.0019554000000000515,0.6352662333333333,0.0035911666666667195
all,bind_conf_composite_primary,0.52,2Wiki,1000,0.636,0.7064476,0.937,0.331,-0.005380099999999999,-0.006000000000000005,-0.0039999999999998925,0.09445729999999997,0.6349943,0.0033192333333333566
all,bind_conf_composite_primary,0.52,HotpotQA,1000,0.624,0.7500997,0.9645,0.434,0.002795300000000056,0.0040000000000000036,0.0020000000000000018,0.011362100000000042,0.6349943,0.0033192333333333566
all,bind_conf_composite_primary,0.52,MuSiQue,1000,0.35,0.4484356,0.76625,0.54,0.012542500000000012,0.012999999999999956,0.005083333333333329,0.002622100000000016,0.6349943,0.0033192333333333566
all,bind_conf_composite_primary,0.53,2Wiki,1000,0.632,0.7026975,0.9345,0.345,-0.009130199999999977,-0.010000000000000009,-0.00649999999999995,0.09070719999999999,0.6340382999999999,0.002363233333333344
all,bind_conf_composite_primary,0.53,HotpotQA,1000,0.623,0.7495818,0.9645,0.45,0.002277399999999985,0.0030000000000000027,0.0020000000000000018,0.01084419999999997,0.6340382999999999,0.002363233333333344
all,bind_conf_composite_primary,0.53,MuSiQue,1000,0.351,0.4498356,0.7669166666666667,0.565,0.013942500000000024,0.013999999999999957,0.005750000000000033,0.004022100000000028,0.6340382999999999,0.002363233333333344
all,bind_conf_composite_primary,0.54,2Wiki,1000,0.63,0.7015308,0.934,0.353,-0.010296899999999942,-0.01200000000000001,-0.006999999999999895,0.08954050000000002,0.6346935666666667,0.0030185000000000537
all,bind_conf_composite_primary,0.54,HotpotQA,1000,0.624,0.7509628,0.9645,0.476,0.0036584000000000616,0.0040000000000000036,0.0020000000000000018,0.012225200000000047,0.6346935666666667,0.0030185000000000537
all,bind_conf_composite_primary,0.54,MuSiQue,1000,0.353,0.4515871,0.7668333333333334,0.58,0.01569400000000004,0.01599999999999996,0.005666666666666709,0.005773600000000045,0.6346935666666667,0.0030185000000000537
all,bind_conf_composite_primary,0.55,2Wiki,1000,0.629,0.7000308,0.932,0.361,-0.011796899999999999,-0.013000000000000012,-0.008999999999999897,0.08804049999999997,0.6327927333333333,0.001117666666666702
all,bind_conf_composite_primary,0.55,HotpotQA,1000,0.621,0.7477603,0.9635,0.494,0.0004559000000000646,0.0010000000000000009,0.0010000000000000009,0.00902270000000005,0.6327927333333333,0.001117666666666702
all,bind_conf_composite_primary,0.55,MuSiQue,1000,0.352,0.4505871,0.7661666666666667,0.589,0.01469400000000004,0.014999999999999958,0.0050000000000000044,0.0047736000000000445,0.6327927333333333,0.001117666666666702
all,bind_conf_composite_primary,0.56,2Wiki,1000,0.626,0.6976022,0.93,0.372,-0.014225500000000002,-0.016000000000000014,-0.010999999999999899,0.08561189999999996,0.6320412333333333,0.0003661666666666859
all,bind_conf_composite_primary,0.56,HotpotQA,1000,0.62,0.7481174,0.9635,0.52,0.0008130000000000637,0.0,0.0010000000000000009,0.00937980000000005,0.6320412333333333,0.0003661666666666859
all,bind_conf_composite_primary,0.56,MuSiQue,1000,0.352,0.4504041,0.7645833333333333,0.606,0.014510999999999996,0.014999999999999958,0.0034166666666666234,0.0045906,0.6320412333333333,0.0003661666666666859
all,bind_conf_composite_primary,0.57,2Wiki,1000,0.625,0.6966022,0.92975,0.376,-0.015225500000000003,-0.017000000000000015,-0.011249999999999982,0.08461189999999996,0.6323079,0.0006328333333333602
all,bind_conf_composite_primary,0.57,HotpotQA,1000,0.623,0.7511174,0.9645,0.537,0.0038130000000000663,0.0030000000000000027,0.0020000000000000018,0.012379800000000052,0.6323079,0.0006328333333333602
all,bind_conf_composite_primary,0.57,MuSiQue,1000,0.35,0.4492041,0.7639166666666667,0.615,0.013311000000000017,0.012999999999999956,0.00275000000000003,0.0033906000000000214,0.6323079,0.0006328333333333602
all,bind_conf_composite_primary,0.58,2Wiki,1000,0.624,0.6957578,0.92975,0.379,-0.01606989999999997,-0.018000000000000016,-0.011249999999999982,0.0837675,0.6323181,0.000643033333333376
all,bind_conf_composite_primary,0.58,HotpotQA,1000,0.624,0.7521174,0.965,0.551,0.004813000000000067,0.0040000000000000036,0.0024999999999999467,0.013379800000000053,0.6323181,0.000643033333333376
all,bind_conf_composite_primary,0.58,MuSiQue,1000,0.351,0.4490791,0.764,0.624,0.013186000000000031,0.013999999999999957,0.0028333333333333544,0.003265600000000035,0.6323181,0.000643033333333376
all,bind_conf_composite_primary,0.59,2Wiki,1000,0.625,0.6967578,0.92975,0.383,-0.01506989999999997,-0.017000000000000015,-0.011249999999999982,0.0847675,0.6332440333333333,0.0015689666666666713
all,bind_conf_composite_primary,0.59,HotpotQA,1000,0.626,0.7532285,0.9655,0.564,0.005924099999999988,0.006000000000000005,0.0030000000000000027,0.014490899999999973,0.6332440333333333,0.0015689666666666713
all,bind_conf_composite_primary,0.59,MuSiQue,1000,0.351,0.4497458,0.7635,0.636,0.013852699999999996,0.013999999999999957,0.0023333333333332984,0.0039323,0.6332440333333333,0.0015689666666666713
all,bind_conf_composite_primary,0.6,2Wiki,1000,0.625,0.6967578,0.92975,0.384,-0.01506989999999997,-0.017000000000000015,-0.011249999999999982,0.0847675,0.6332440333333333,0.0015689666666666713
all,bind_conf_composite_primary,0.6,HotpotQA,1000,0.626,0.7532285,0.9655,0.571,0.005924099999999988,0.006000000000000005,0.0030000000000000027,0.014490899999999973,0.6332440333333333,0.0015689666666666713
all,bind_conf_composite_primary,0.6,MuSiQue,1000,0.351,0.4497458,0.7635,0.639,0.013852699999999996,0.013999999999999957,0.0023333333333332984,0.0039323,0.6332440333333333,0.0015689666666666713
all,bind_conf_composite_primary,0.61,2Wiki,1000,0.625,0.696757,0.93,0.394,-0.015070699999999992,-0.017000000000000015,-0.010999999999999899,0.08476669999999997,0.6331803,0.0015052333333333372
all,bind_conf_composite_primary,0.61,HotpotQA,1000,0.626,0.7538952,0.9655,0.59,0.006590800000000008,0.006000000000000005,0.0030000000000000027,0.015157599999999993,0.6331803,0.0015052333333333372
all,bind_conf_composite_primary,0.61,MuSiQue,1000,0.351,0.4488887,0.7625,0.658,0.012995599999999996,0.013999999999999957,0.0013333333333332975,0.0030752,0.6331803,0.0015052333333333372
all,bind_conf_composite_primary,0.62,2Wiki,1000,0.622,0.6946801,0.92875,0.4,-0.01714759999999993,-0.020000000000000018,-0.012249999999999983,0.08268980000000004,0.632988,0.0013129333333333586
all,bind_conf_composite_primary,0.62,HotpotQA,1000,0.626,0.7538952,0.9655,0.598,0.006590800000000008,0.006000000000000005,0.0030000000000000027,0.015157599999999993,0.632988,0.0013129333333333586
all,bind_conf_composite_primary,0.62,MuSiQue,1000,0.353,0.4503887,0.7624166666666666,0.671,0.014495599999999997,0.01599999999999996,0.0012499999999999734,0.0045752000000000015,0.632988,0.0013129333333333586
all,bind_conf_composite_primary,0.63,2Wiki,1000,0.62,0.6930134,0.92775,0.406,-0.01881429999999995,-0.02200000000000002,-0.013249999999999984,0.08102310000000001,0.6321228999999999,0.000447833333333351
all,bind_conf_composite_primary,0.63,HotpotQA,1000,0.626,0.7534666,0.965,0.615,0.0061622000000000066,0.006000000000000005,0.0024999999999999467,0.014728999999999992,0.6321228999999999,0.000447833333333351
all,bind_conf_composite_primary,0.63,MuSiQue,1000,0.352,0.4498887,0.7620833333333333,0.692,0.013995599999999997,0.014999999999999958,0.0009166666666666767,0.004075200000000001,0.6321228999999999,0.000447833333333351
all,bind_conf_composite_primary,0.64,2Wiki,1000,0.621,0.6946801,0.92675,0.423,-0.01714759999999993,-0.02100000000000002,-0.014249999999999985,0.08268980000000004,0.6330057333333333,0.0013306666666667022
all,bind_conf_composite_primary,0.64,HotpotQA,1000,0.626,0.7534666,0.965,0.623,0.0061622000000000066,0.006000000000000005,0.0024999999999999467,0.014728999999999992,0.6330057333333333,0.0013306666666667022
all,bind_conf_composite_primary,0.64,MuSiQue,1000,0.352,0.4508705,0.7624166666666666,0.709,0.01497740000000003,0.014999999999999958,0.0012499999999999734,0.005057000000000034,0.6330057333333333,0.0013306666666667022
all,bind_conf_composite_primary,0.65,2Wiki,1000,0.622,0.6956801,0.92575,0.434,-0.01614759999999993,-0.020000000000000018,-0.015249999999999986,0.08368980000000004,0.6328390666666667,0.0011640000000000354
all,bind_conf_composite_primary,0.65,HotpotQA,1000,0.625,0.7524666,0.9645,0.631,0.005162200000000006,0.0050000000000000044,0.0020000000000000018,0.013728999999999991,0.6328390666666667,0.0011640000000000354
all,bind_conf_composite_primary,0.65,MuSiQue,1000,0.352,0.4503705,0.7630833333333333,0.719,0.01447740000000003,0.014999999999999958,0.0019166666666666776,0.004557000000000033,0.6328390666666667,0.0011640000000000354
all,bind_conf_composite_primary,0.66,2Wiki,1000,0.62,0.6939658,0.92475,0.449,-0.017861899999999986,-0.02200000000000002,-0.016249999999999987,0.08197549999999998,0.6327639333333334,0.001088866666666688
all,bind_conf_composite_primary,0.66,HotpotQA,1000,0.625,0.7524666,0.964,0.641,0.005162200000000006,0.0050000000000000044,0.0014999999999999458,0.013728999999999991,0.6327639333333334,0.001088866666666688
all,bind_conf_composite_primary,0.66,MuSiQue,1000,0.353,0.4518594,0.7638333333333334,0.729,0.015966300000000044,0.01599999999999996,0.002666666666666706,0.0060459000000000485,0.6327639333333334,0.001088866666666688
all,bind_conf_composite_primary,0.67,2Wiki,1000,0.615,0.6883825,0.921,0.48,-0.023445199999999944,-0.027000000000000024,-0.019999999999999907,0.07639220000000002,0.6313695,-0.00030556666666664567
all,bind_conf_composite_primary,0.67,HotpotQA,1000,0.625,0.7524666,0.964,0.657,0.005162200000000006,0.0050000000000000044,0.0014999999999999458,0.013728999999999991,0.6313695,-0.00030556666666664567
all,bind_conf_composite_primary,0.67,MuSiQue,1000,0.354,0.4532594,0.7648333333333334,0.739,0.0173663,0.01699999999999996,0.003666666666666707,0.007445900000000005,0.6313695,-0.00030556666666664567
all,bind_conf_composite_primary,0.68,2Wiki,1000,0.614,0.6881325,0.9205,0.485,-0.023695199999999916,-0.028000000000000025,-0.020499999999999963,0.07614220000000005,0.6311533,-0.0005217666666666084
all,bind_conf_composite_primary,0.68,HotpotQA,1000,0.624,0.751468,0.964,0.661,0.004163600000000045,0.0040000000000000036,0.0014999999999999458,0.01273040000000003,0.6311533,-0.0005217666666666084
all,bind_conf_composite_primary,0.68,MuSiQue,1000,0.354,0.4538594,0.7655833333333333,0.744,0.017966300000000046,0.01699999999999996,0.004416666666666624,0.00804590000000005,0.6311533,-0.0005217666666666084
all,bind_conf_composite_primary,0.69,2Wiki,1000,0.613,0.6871325,0.92025,0.489,-0.024695199999999917,-0.029000000000000026,-0.020749999999999935,0.07514220000000005,0.6301533,-0.0015217666666666092
all,bind_conf_composite_primary,0.69,HotpotQA,1000,0.623,0.750468,0.9635,0.666,0.003163600000000044,0.0030000000000000027,0.0010000000000000009,0.01173040000000003,0.6301533,-0.0015217666666666092
all,bind_conf_composite_primary,0.69,MuSiQue,1000,0.353,0.4528594,0.7655833333333333,0.747,0.016966300000000045,0.01599999999999996,0.004416666666666624,0.007045900000000049,0.6301533,-0.0015217666666666092
all,bind_conf_composite_primary,0.7,2Wiki,1000,0.613,0.6871325,0.92,0.491,-0.024695199999999917,-0.029000000000000026,-0.020999999999999908,0.07514220000000005,0.6301533,-0.0015217666666666092
all,bind_conf_composite_primary,0.7,HotpotQA,1000,0.623,0.750468,0.964,0.669,0.003163600000000044,0.0030000000000000027,0.0014999999999999458,0.01173040000000003,0.6301533,-0.0015217666666666092
all,bind_conf_composite_primary,0.7,MuSiQue,1000,0.353,0.4528594,0.7655833333333333,0.747,0.016966300000000045,0.01599999999999996,0.004416666666666624,0.007045900000000049,0.6301533,-0.0015217666666666092
all,bind_conf_composite_primary,0.71,2Wiki,1000,0.605,0.6768658,0.91575,0.538,-0.03496189999999999,-0.03700000000000003,-0.025249999999999995,0.06487549999999997,0.6261199666666667,-0.0055550999999999795
all,bind_conf_composite_primary,0.71,HotpotQA,1000,0.623,0.750468,0.9645,0.68,0.003163600000000044,0.0030000000000000027,0.0020000000000000018,0.01173040000000003,0.6261199666666667,-0.0055550999999999795
all,bind_conf_composite_primary,0.71,MuSiQue,1000,0.351,0.4510261,0.76625,0.765,0.015133000000000008,0.013999999999999957,0.005083333333333329,0.005212600000000012,0.6261199666666667,-0.0055550999999999795
all,bind_conf_composite_primary,0.72,2Wiki,1000,0.603,0.6753658,0.91475,0.543,-0.036461899999999936,-0.039000000000000035,-0.026249999999999996,0.06337550000000003,0.6256199666666666,-0.006055099999999962
all,bind_conf_composite_primary,0.72,HotpotQA,1000,0.623,0.750468,0.9645,0.681,0.003163600000000044,0.0030000000000000027,0.0020000000000000018,0.01173040000000003,0.6256199666666666,-0.006055099999999962
all,bind_conf_composite_primary,0.72,MuSiQue,1000,0.351,0.4510261,0.76625,0.767,0.015133000000000008,0.013999999999999957,0.005083333333333329,0.005212600000000012,0.6256199666666666,-0.006055099999999962
all,bind_conf_composite_primary,0.73,2Wiki,1000,0.602,0.6742547,0.912,0.556,-0.03757299999999997,-0.040000000000000036,-0.028999999999999915,0.0622644,0.6253448333333333,-0.006330233333333306
all,bind_conf_composite_primary,0.73,HotpotQA,1000,0.623,0.750468,0.9645,0.682,0.003163600000000044,0.0030000000000000027,0.0020000000000000018,0.01173040000000003,0.6253448333333333,-0.006330233333333306
all,bind_conf_composite_primary,0.73,MuSiQue,1000,0.351,0.4513118,0.7665833333333333,0.773,0.015418700000000007,0.013999999999999957,0.005416666666666625,0.0054983000000000115,0.6253448333333333,-0.006330233333333306
all,bind_conf_composite_primary,0.74,2Wiki,1000,0.601,0.6732547,0.912,0.56,-0.03857299999999997,-0.041000000000000036,-0.028999999999999915,0.0612644,0.6249004,-0.006774666666666633
all,bind_conf_composite_primary,0.74,HotpotQA,1000,0.623,0.750468,0.9645,0.682,0.003163600000000044,0.0030000000000000027,0.0020000000000000018,0.01173040000000003,0.6249004,-0.006774666666666633
all,bind_conf_composite_primary,0.74,MuSiQue,1000,0.35,0.4509785,0.7670833333333333,0.78,0.015085400000000027,0.012999999999999956,0.005916666666666681,0.005165000000000031,0.6249004,-0.006774666666666633
all,bind_conf_composite_primary,0.75,2Wiki,1000,0.602,0.6742547,0.912,0.568,-0.03757299999999997,-0.040000000000000036,-0.028999999999999915,0.0622644,0.6252337333333333,-0.006441333333333299
all,bind_conf_composite_primary,0.75,HotpotQA,1000,0.623,0.750468,0.9645,0.682,0.003163600000000044,0.0030000000000000027,0.0020000000000000018,0.01173040000000003,0.6252337333333333,-0.006441333333333299
all,bind_conf_composite_primary,0.75,MuSiQue,1000,0.35,0.4509785,0.7660833333333333,0.781,0.015085400000000027,0.012999999999999956,0.00491666666666668,0.005165000000000031,0.6252337333333333,-0.006441333333333299
all,bind_conf_composite_primary,0.76,2Wiki,1000,0.602,0.6742547,0.912,0.583,-0.03757299999999997,-0.040000000000000036,-0.028999999999999915,0.0622644,0.6256650666666667,-0.00600999999999996
all,bind_conf_composite_primary,0.76,HotpotQA,1000,0.623,0.750468,0.9645,0.683,0.003163600000000044,0.0030000000000000027,0.0020000000000000018,0.01173040000000003,0.6256650666666667,-0.00600999999999996
all,bind_conf_composite_primary,0.76,MuSiQue,1000,0.351,0.4522725,0.7674166666666666,0.785,0.016379400000000044,0.013999999999999957,0.006249999999999978,0.006459000000000048,0.6256650666666667,-0.00600999999999996
all,bind_conf_composite_primary,0.77,2Wiki,1000,0.601,0.6732991,0.91075,0.592,-0.03852859999999991,-0.041000000000000036,-0.03025,0.06130880000000005,0.6254417666666667,-0.006233299999999942
all,bind_conf_composite_primary,0.77,HotpotQA,1000,0.623,0.750468,0.9645,0.683,0.003163600000000044,0.0030000000000000027,0.0020000000000000018,0.01173040000000003,0.6254417666666667,-0.006233299999999942
all,bind_conf_composite_primary,0.77,MuSiQue,1000,0.351,0.4525582,0.7680833333333333,0.786,0.016665100000000044,0.013999999999999957,0.006916666666666682,0.006744700000000048,0.6254417666666667,-0.006233299999999942
all,bind_conf_composite_primary,0.78,2Wiki,1000,0.601,0.6732991,0.9105,0.596,-0.03852859999999991,-0.041000000000000036,-0.03049999999999997,0.06130880000000005,0.6251084333333333,-0.006566633333333276
all,bind_conf_composite_primary,0.78,HotpotQA,1000,0.623,0.750468,0.9645,0.685,0.003163600000000044,0.0030000000000000027,0.0020000000000000018,0.01173040000000003,0.6251084333333333,-0.006566633333333276
all,bind_conf_composite_primary,0.78,MuSiQue,1000,0.35,0.4515582,0.7680833333333333,0.789,0.015665100000000043,0.012999999999999956,0.006916666666666682,0.005744700000000047,0.6251084333333333,-0.006566633333333276
all,bind_conf_composite_primary,0.79,2Wiki,1000,0.601,0.6732991,0.9105,0.596,-0.03852859999999991,-0.041000000000000036,-0.03049999999999997,0.06130880000000005,0.6253584333333333,-0.006316633333333284
all,bind_conf_composite_primary,0.79,HotpotQA,1000,0.623,0.750468,0.9645,0.685,0.003163600000000044,0.0030000000000000027,0.0020000000000000018,0.01173040000000003,0.6253584333333333,-0.006316633333333284
all,bind_conf_composite_primary,0.79,MuSiQue,1000,0.351,0.4523082,0.7680833333333333,0.79,0.016415100000000016,0.013999999999999957,0.006916666666666682,0.00649470000000002,0.6253584333333333,-0.006316633333333284
all,bind_conf_composite_primary,0.8,2Wiki,1000,0.601,0.6732991,0.9105,0.596,-0.03852859999999991,-0.041000000000000036,-0.03049999999999997,0.06130880000000005,0.6253584333333333,-0.006316633333333284
all,bind_conf_composite_primary,0.8,HotpotQA,1000,0.623,0.750468,0.9645,0.685,0.003163600000000044,0.0030000000000000027,0.0020000000000000018,0.01173040000000003,0.6253584333333333,-0.006316633333333284
all,bind_conf_composite_primary,0.8,MuSiQue,1000,0.351,0.4523082,0.7680833333333333,0.79,0.016415100000000016,0.013999999999999957,0.006916666666666682,0.00649470000000002,0.6253584333333333,-0.006316633333333284
all,bind_conf_composite_primary,0.81,2Wiki,1000,0.601,0.6734261,0.90975,0.624,-0.038401599999999925,-0.041000000000000036,-0.03125,0.06143580000000004,0.6256619666666667,-0.006013099999999956
all,bind_conf_composite_primary,0.81,HotpotQA,1000,0.624,0.751468,0.964,0.689,0.004163600000000045,0.0040000000000000036,0.0014999999999999458,0.01273040000000003,0.6256619666666667,-0.006013099999999956
all,bind_conf_composite_primary,0.81,MuSiQue,1000,0.352,0.4520918,0.7691666666666667,0.816,0.01619870000000001,0.014999999999999958,0.008000000000000007,0.006278300000000014,0.6256619666666667,-0.006013099999999956
all,bind_conf_composite_primary,0.82,2Wiki,1000,0.601,0.6734261,0.90925,0.628,-0.038401599999999925,-0.041000000000000036,-0.031749999999999945,0.06143580000000004,0.6257942333333333,-0.005880833333333317
all,bind_conf_composite_primary,0.82,HotpotQA,1000,0.625,0.7515790999999999,0.964,0.694,0.004274699999999965,0.0050000000000000044,0.0014999999999999458,0.01284149999999995,0.6257942333333333,-0.005880833333333317
all,bind_conf_composite_primary,0.82,MuSiQue,1000,0.352,0.4523775,0.7696666666666666,0.82,0.01648440000000001,0.014999999999999958,0.008499999999999952,0.006564000000000014,0.6257942333333333,-0.005880833333333317
all,bind_conf_composite_primary,0.83,2Wiki,1000,0.6,0.6727492,0.90875,0.64,-0.039078499999999905,-0.04200000000000004,-0.03225,0.06075890000000006,0.6256325666666667,-0.006042499999999969
all,bind_conf_composite_primary,0.83,HotpotQA,1000,0.625,0.7512458,0.9645,0.717,0.003941399999999984,0.0050000000000000044,0.0020000000000000018,0.01250819999999997,0.6256325666666667,-0.006042499999999969
all,bind_conf_composite_primary,0.83,MuSiQue,1000,0.352,0.4529027,0.7696666666666666,0.836,0.017009600000000014,0.014999999999999958,0.008499999999999952,0.007089200000000018,0.6256325666666667,-0.006042499999999969
